run,epoch,agent,time,state,reward
1,1,1,1,52,-1
1,1,1,2,53,-1
1,1,2,1,52,-1
1,1,1,3,54,-1
1,1,2,2,53,-1
1,1,3,1,52,-1
1,1,1,4,55,-1
1,1,2,3,54,-1
1,1,3,2,51,-1
1,1,4,1,52,-1
1,1,1,5,56,-1
1,1,2,4,55,-1
1,1,3,3,50,-1
1,1,4,2,53,-1
1,1,5,1,52,-1
1,1,1,6,57,-1
1,1,2,5,56,-1
1,1,3,4,49,-1
1,1,4,3,54,-1
1,1,5,2,53,-1
1,1,6,1,52,-1
1,1,1,7,58,-1
1,1,2,6,57,-1
1,1,3,5,48,-1
1,1,4,4,55,-1
1,1,5,3,54,-1
1,1,6,2,51,-1
1,1,7,1,52,-1
1,1,1,8,59,-1
1,1,2,7,58,-1
1,1,3,6,47,-1
1,1,4,5,56,-1
1,1,5,4,55,-1
1,1,6,3,50,-1
1,1,7,2,51,-1
1,1,8,1,52,-1
1,1,1,9,60,-1
1,1,2,8,59,-1
1,1,3,7,46,-1
1,1,4,6,57,-1
1,1,5,5,56,-1
1,1,6,4,49,-1
1,1,7,3,50,-1
1,1,8,2,51,-1
1,1,9,1,52,-1
1,1,1,10,61,-1
1,1,2,9,60,-1
1,1,3,8,45,-1
1,1,4,7,58,-1
1,1,5,6,57,-1
1,1,6,5,48,-1
1,1,7,4,49,-1
1,1,8,3,50,-1
1,1,9,2,51,-1
1,1,10,1,52,-1
1,1,1,11,62,-1
1,1,2,10,61,-1
1,1,3,9,44,-1
1,1,4,8,59,-1
1,1,5,7,58,-1
1,1,6,6,47,-1
1,1,7,5,48,-1
1,1,8,4,49,-1
1,1,9,3,50,-1
1,1,10,2,53,-1
1,1,11,1,52,-1
1,1,1,12,63,-1
1,1,2,11,62,-1
1,1,3,10,43,-1
1,1,4,9,60,-1
1,1,5,8,59,-1
1,1,6,7,46,-1
1,1,7,6,47,-1
1,1,8,5,48,-1
1,1,9,4,49,-1
1,1,10,3,54,-1
1,1,11,2,51,-1
1,1,12,1,52,-1
1,1,1,13,64,-1
1,1,2,12,63,-1
1,1,3,11,42,-1
1,1,4,10,61,-1
1,1,5,9,60,-1
1,1,6,8,45,-1
1,1,7,7,46,-1
1,1,8,6,47,-1
1,1,9,5,48,-1
1,1,10,4,55,-1
1,1,11,3,50,-1
1,1,12,2,53,-1
1,1,13,1,52,-1
1,1,1,14,65,-1
1,1,2,13,64,-1
1,1,3,12,41,-1
1,1,4,11,62,-1
1,1,5,10,61,-1
1,1,6,9,44,-1
1,1,7,8,45,-1
1,1,8,7,46,-1
1,1,9,6,47,-1
1,1,10,5,56,-1
1,1,11,4,49,-1
1,1,12,3,54,-1
1,1,13,2,53,-1
1,1,14,1,52,-1
1,1,1,15,66,-1
1,1,2,14,65,-1
1,1,3,13,40,-1
1,1,4,12,63,-1
1,1,5,11,62,-1
1,1,6,10,43,-1
1,1,7,9,44,-1
1,1,8,8,45,-1
1,1,9,7,46,-1
1,1,10,6,57,-1
1,1,11,5,48,-1
1,1,12,4,55,-1
1,1,13,3,54,-1
1,1,14,2,53,-1
1,1,15,1,52,-1
1,1,1,16,67,-1
1,1,2,15,66,-1
1,1,3,14,39,-1
1,1,4,13,64,-1
1,1,5,12,63,-1
1,1,6,11,42,-1
1,1,7,10,43,-1
1,1,8,9,44,-1
1,1,9,8,45,-1
1,1,10,7,58,-1
1,1,11,6,47,-1
1,1,12,5,56,-1
1,1,13,4,55,-1
1,1,14,3,54,-1
1,1,15,2,53,-1
1,1,16,1,52,-1
1,1,1,17,68,-1
1,1,2,16,67,-1
1,1,3,15,38,-1
1,1,4,14,65,-1
1,1,5,13,64,-1
1,1,6,12,41,-1
1,1,7,11,42,-1
1,1,8,10,43,-1
1,1,9,9,44,-1
1,1,10,8,59,-1
1,1,11,7,46,-1
1,1,12,6,57,-1
1,1,13,5,56,-1
1,1,14,4,55,-1
1,1,15,3,54,-1
1,1,16,2,51,-1
1,1,17,1,52,-1
1,1,1,18,69,-1
1,1,2,17,68,-1
1,1,3,16,37,-1
1,1,4,15,66,-1
1,1,5,14,65,-1
1,1,6,13,40,-1
1,1,7,12,41,-1
1,1,8,11,42,-1
1,1,9,10,43,-1
1,1,10,9,60,-1
1,1,11,8,45,-1
1,1,12,7,58,-1
1,1,13,6,57,-1
1,1,14,5,56,-1
1,1,15,4,55,-1
1,1,16,3,50,-1
1,1,17,2,53,-1
1,1,18,1,52,-1
1,1,1,19,70,-1
1,1,2,18,69,-1
1,1,3,17,36,-1
1,1,4,16,67,-1
1,1,5,15,66,-1
1,1,6,14,39,-1
1,1,7,13,40,-1
1,1,8,12,41,-1
1,1,9,11,42,-1
1,1,10,10,61,-1
1,1,11,9,44,-1
1,1,12,8,59,-1
1,1,13,7,58,-1
1,1,14,6,57,-1
1,1,15,5,56,-1
1,1,16,4,49,-1
1,1,17,3,54,-1
1,1,18,2,53,-1
1,1,19,1,52,-1
1,1,1,20,71,-1
1,1,2,19,70,-1
1,1,3,18,35,-1
1,1,4,17,68,-1
1,1,5,16,67,-1
1,1,6,15,38,-1
1,1,7,14,39,-1
1,1,8,13,40,-1
1,1,9,12,41,-1
1,1,10,11,62,-1
1,1,11,10,43,-1
1,1,12,9,60,-1
1,1,13,8,59,-1
1,1,14,7,58,-1
1,1,15,6,57,-1
1,1,16,5,48,-1
1,1,17,4,55,-1
1,1,18,3,54,-1
1,1,19,2,51,-1
1,1,20,1,52,-1
1,1,1,21,72,-1
1,1,2,20,71,-1
1,1,3,19,34,-1
1,1,4,18,69,-1
1,1,5,17,68,-1
1,1,6,16,37,-1
1,1,7,15,38,-1
1,1,8,14,39,-1
1,1,9,13,40,-1
1,1,10,12,63,-1
1,1,11,11,42,-1
1,1,12,10,61,-1
1,1,13,9,60,-1
1,1,14,8,59,-1
1,1,15,7,58,-1
1,1,16,6,47,-1
1,1,17,5,56,-1
1,1,18,4,55,-1
1,1,19,3,50,-1
1,1,20,2,51,-1
1,1,21,1,52,-1
1,1,1,22,73,-1
1,1,2,21,72,-1
1,1,3,20,33,-1
1,1,4,19,70,-1
1,1,5,18,69,-1
1,1,6,17,36,-1
1,1,7,16,37,-1
1,1,8,15,38,-1
1,1,9,14,39,-1
1,1,10,13,64,-1
1,1,11,12,41,-1
1,1,12,11,62,-1
1,1,13,10,61,-1
1,1,14,9,60,-1
1,1,15,8,59,-1
1,1,16,7,46,-1
1,1,17,6,57,-1
1,1,18,5,56,-1
1,1,19,4,49,-1
1,1,20,3,50,-1
1,1,21,2,51,-1
1,1,22,1,52,-1
1,1,1,23,74,-1
1,1,2,22,73,-1
1,1,3,21,32,-1
1,1,4,20,71,-1
1,1,5,19,70,-1
1,1,6,18,35,-1
1,1,7,17,36,-1
1,1,8,16,37,-1
1,1,9,15,38,-1
1,1,10,14,65,-1
1,1,11,13,40,-1
1,1,12,12,63,-1
1,1,13,11,62,-1
1,1,14,10,61,-1
1,1,15,9,60,-1
1,1,16,8,45,-1
1,1,17,7,58,-1
1,1,18,6,57,-1
1,1,19,5,48,-1
1,1,20,4,49,-1
1,1,21,3,50,-1
1,1,22,2,51,-1
1,1,23,1,52,-1
1,1,1,24,75,-1
1,1,2,23,74,-1
1,1,3,22,31,-1
1,1,4,21,72,-1
1,1,5,20,71,-1
1,1,6,19,34,-1
1,1,7,18,35,-1
1,1,8,17,36,-1
1,1,9,16,37,-1
1,1,10,15,66,-1
1,1,11,14,39,-1
1,1,12,13,64,-1
1,1,13,12,63,-1
1,1,14,11,62,-1
1,1,15,10,61,-1
1,1,16,9,44,-1
1,1,17,8,59,-1
1,1,18,7,58,-1
1,1,19,6,47,-1
1,1,20,5,48,-1
1,1,21,4,49,-1
1,1,22,3,50,-1
1,1,23,2,53,-1
1,1,24,1,52,-1
1,1,1,25,76,-1
1,1,2,24,75,-1
1,1,3,23,30,-1
1,1,4,22,73,-1
1,1,5,21,72,-1
1,1,6,20,33,-1
1,1,7,19,34,-1
1,1,8,18,35,-1
1,1,9,17,36,-1
1,1,10,16,67,-1
1,1,11,15,38,-1
1,1,12,14,65,-1
1,1,13,13,64,-1
1,1,14,12,63,-1
1,1,15,11,62,-1
1,1,16,10,43,-1
1,1,17,9,60,-1
1,1,18,8,59,-1
1,1,19,7,46,-1
1,1,20,6,47,-1
1,1,21,5,48,-1
1,1,22,4,49,-1
1,1,23,3,54,-1
1,1,24,2,51,-1
1,1,25,1,52,-1
1,1,1,26,77,-1
1,1,2,25,76,-1
1,1,3,24,29,-1
1,1,4,23,74,-1
1,1,5,22,73,-1
1,1,6,21,32,-1
1,1,7,20,33,-1
1,1,8,19,34,-1
1,1,9,18,35,-1
1,1,10,17,68,-1
1,1,11,16,37,-1
1,1,12,15,66,-1
1,1,13,14,65,-1
1,1,14,13,64,-1
1,1,15,12,63,-1
1,1,16,11,42,-1
1,1,17,10,61,-1
1,1,18,9,60,-1
1,1,19,8,45,-1
1,1,20,7,46,-1
1,1,21,6,47,-1
1,1,22,5,48,-1
1,1,23,4,55,-1
1,1,24,3,50,-1
1,1,25,2,51,-1
1,1,26,1,52,-1
1,1,1,27,78,-1
1,1,2,26,77,-1
1,1,3,25,28,-1
1,1,4,24,75,-1
1,1,5,23,74,-1
1,1,6,22,31,-1
1,1,7,21,32,-1
1,1,8,20,33,-1
1,1,9,19,34,-1
1,1,10,18,69,-1
1,1,11,17,36,-1
1,1,12,16,67,-1
1,1,13,15,66,-1
1,1,14,14,65,-1
1,1,15,13,64,-1
1,1,16,12,41,-1
1,1,17,11,62,-1
1,1,18,10,61,-1
1,1,19,9,44,-1
1,1,20,8,45,-1
1,1,21,7,46,-1
1,1,22,6,47,-1
1,1,23,5,56,-1
1,1,24,4,49,-1
1,1,25,3,50,-1
1,1,26,2,51,-1
1,1,27,1,52,-1
1,1,1,28,79,-1
1,1,2,27,78,-1
1,1,3,26,27,-1
1,1,4,25,76,-1
1,1,5,24,75,-1
1,1,6,23,30,-1
1,1,7,22,31,-1
1,1,8,21,32,-1
1,1,9,20,33,-1
1,1,10,19,70,-1
1,1,11,18,35,-1
1,1,12,17,68,-1
1,1,13,16,67,-1
1,1,14,15,66,-1
1,1,15,14,65,-1
1,1,16,13,40,-1
1,1,17,12,63,-1
1,1,18,11,62,-1
1,1,19,10,43,-1
1,1,20,9,44,-1
1,1,21,8,45,-1
1,1,22,7,46,-1
1,1,23,6,57,-1
1,1,24,5,48,-1
1,1,25,4,49,-1
1,1,26,3,50,-1
1,1,27,2,51,-1
1,1,28,1,52,-1
1,1,1,29,80,-1
1,1,2,28,79,-1
1,1,3,27,26,-1
1,1,4,26,77,-1
1,1,5,25,76,-1
1,1,6,24,29,-1
1,1,7,23,30,-1
1,1,8,22,31,-1
1,1,9,21,32,-1
1,1,10,20,71,-1
1,1,11,19,34,-1
1,1,12,18,69,-1
1,1,13,17,68,-1
1,1,14,16,67,-1
1,1,15,15,66,-1
1,1,16,14,39,-1
1,1,17,13,64,-1
1,1,18,12,63,-1
1,1,19,11,42,-1
1,1,20,10,43,-1
1,1,21,9,44,-1
1,1,22,8,45,-1
1,1,23,7,58,-1
1,1,24,6,47,-1
1,1,25,5,48,-1
1,1,26,4,49,-1
1,1,27,3,50,-1
1,1,28,2,53,-1
1,1,29,1,52,-1
1,1,1,30,81,-1
1,1,2,29,80,-1
1,1,3,28,25,-1
1,1,4,27,78,-1
1,1,5,26,77,-1
1,1,6,25,28,-1
1,1,7,24,29,-1
1,1,8,23,30,-1
1,1,9,22,31,-1
1,1,10,21,72,-1
1,1,11,20,33,-1
1,1,12,19,70,-1
1,1,13,18,69,-1
1,1,14,17,68,-1
1,1,15,16,67,-1
1,1,16,15,38,-1
1,1,17,14,65,-1
1,1,18,13,64,-1
1,1,19,12,41,-1
1,1,20,11,42,-1
1,1,21,10,43,-1
1,1,22,9,44,-1
1,1,23,8,59,-1
1,1,24,7,46,-1
1,1,25,6,47,-1
1,1,26,5,48,-1
1,1,27,4,49,-1
1,1,28,3,54,-1
1,1,29,2,53,-1
1,1,30,1,52,-1
1,1,1,31,82,-1
1,1,2,30,81,-1
1,1,3,29,24,-1
1,1,4,28,79,-1
1,1,5,27,78,-1
1,1,6,26,27,-1
1,1,7,25,28,-1
1,1,8,24,29,-1
1,1,9,23,30,-1
1,1,10,22,73,-1
1,1,11,21,32,-1
1,1,12,20,71,-1
1,1,13,19,70,-1
1,1,14,18,69,-1
1,1,15,17,68,-1
1,1,16,16,37,-1
1,1,17,15,66,-1
1,1,18,14,65,-1
1,1,19,13,40,-1
1,1,20,12,41,-1
1,1,21,11,42,-1
1,1,22,10,43,-1
1,1,23,9,60,-1
1,1,24,8,45,-1
1,1,25,7,46,-1
1,1,26,6,47,-1
1,1,27,5,48,-1
1,1,28,4,55,-1
1,1,29,3,54,-1
1,1,30,2,53,-1
1,1,31,1,52,-1
1,1,1,32,83,-1
1,1,2,31,82,-1
1,1,3,30,23,-1
1,1,4,29,80,-1
1,1,5,28,79,-1
1,1,6,27,26,-1
1,1,7,26,27,-1
1,1,8,25,28,-1
1,1,9,24,29,-1
1,1,10,23,74,-1
1,1,11,22,31,-1
1,1,12,21,72,-1
1,1,13,20,71,-1
1,1,14,19,70,-1
1,1,15,18,69,-1
1,1,16,17,36,-1
1,1,17,16,67,-1
1,1,18,15,66,-1
1,1,19,14,39,-1
1,1,20,13,40,-1
1,1,21,12,41,-1
1,1,22,11,42,-1
1,1,23,10,61,-1
1,1,24,9,44,-1
1,1,25,8,45,-1
1,1,26,7,46,-1
1,1,27,6,47,-1
1,1,28,5,56,-1
1,1,29,4,55,-1
1,1,30,3,54,-1
1,1,31,2,51,-1
1,1,32,1,52,-1
1,1,1,33,84,-1
1,1,2,32,83,-1
1,1,3,31,22,-1
1,1,4,30,81,-1
1,1,5,29,80,-1
1,1,6,28,25,-1
1,1,7,27,26,-1
1,1,8,26,27,-1
1,1,9,25,28,-1
1,1,10,24,75,-1
1,1,11,23,30,-1
1,1,12,22,73,-1
1,1,13,21,72,-1
1,1,14,20,71,-1
1,1,15,19,70,-1
1,1,16,18,35,-1
1,1,17,17,68,-1
1,1,18,16,67,-1
1,1,19,15,38,-1
1,1,20,14,39,-1
1,1,21,13,40,-1
1,1,22,12,41,-1
1,1,23,11,62,-1
1,1,24,10,43,-1
1,1,25,9,44,-1
1,1,26,8,45,-1
1,1,27,7,46,-1
1,1,28,6,57,-1
1,1,29,5,56,-1
1,1,30,4,55,-1
1,1,31,3,50,-1
1,1,32,2,51,-1
1,1,33,1,52,-1
1,1,1,34,85,-1
1,1,2,33,84,-1
1,1,3,32,21,-1
1,1,4,31,82,-1
1,1,5,30,81,-1
1,1,6,29,24,-1
1,1,7,28,25,-1
1,1,8,27,26,-1
1,1,9,26,27,-1
1,1,10,25,76,-1
1,1,11,24,29,-1
1,1,12,23,74,-1
1,1,13,22,73,-1
1,1,14,21,72,-1
1,1,15,20,71,-1
1,1,16,19,34,-1
1,1,17,18,69,-1
1,1,18,17,68,-1
1,1,19,16,37,-1
1,1,20,15,38,-1
1,1,21,14,39,-1
1,1,22,13,40,-1
1,1,23,12,63,-1
1,1,24,11,42,-1
1,1,25,10,43,-1
1,1,26,9,44,-1
1,1,27,8,45,-1
1,1,28,7,58,-1
1,1,29,6,57,-1
1,1,30,5,56,-1
1,1,31,4,49,-1
1,1,32,3,50,-1
1,1,33,2,51,-1
1,1,34,1,52,-1
1,1,1,35,86,-1
1,1,2,34,85,-1
1,1,3,33,20,-1
1,1,4,32,83,-1
1,1,5,31,82,-1
1,1,6,30,23,-1
1,1,7,29,24,-1
1,1,8,28,25,-1
1,1,9,27,26,-1
1,1,10,26,77,-1
1,1,11,25,28,-1
1,1,12,24,75,-1
1,1,13,23,74,-1
1,1,14,22,73,-1
1,1,15,21,72,-1
1,1,16,20,33,-1
1,1,17,19,70,-1
1,1,18,18,69,-1
1,1,19,17,36,-1
1,1,20,16,37,-1
1,1,21,15,38,-1
1,1,22,14,39,-1
1,1,23,13,64,-1
1,1,24,12,41,-1
1,1,25,11,42,-1
1,1,26,10,43,-1
1,1,27,9,44,-1
1,1,28,8,59,-1
1,1,29,7,58,-1
1,1,30,6,57,-1
1,1,31,5,48,-1
1,1,32,4,49,-1
1,1,33,3,50,-1
1,1,34,2,53,-1
1,1,35,1,52,-1
1,1,1,36,87,-1
1,1,2,35,86,-1
1,1,3,34,19,-1
1,1,4,33,84,-1
1,1,5,32,83,-1
1,1,6,31,22,-1
1,1,7,30,23,-1
1,1,8,29,24,-1
1,1,9,28,25,-1
1,1,10,27,78,-1
1,1,11,26,27,-1
1,1,12,25,76,-1
1,1,13,24,75,-1
1,1,14,23,74,-1
1,1,15,22,73,-1
1,1,16,21,32,-1
1,1,17,20,71,-1
1,1,18,19,70,-1
1,1,19,18,35,-1
1,1,20,17,36,-1
1,1,21,16,37,-1
1,1,22,15,38,-1
1,1,23,14,65,-1
1,1,24,13,40,-1
1,1,25,12,41,-1
1,1,26,11,42,-1
1,1,27,10,43,-1
1,1,28,9,60,-1
1,1,29,8,59,-1
1,1,30,7,58,-1
1,1,31,6,47,-1
1,1,32,5,48,-1
1,1,33,4,49,-1
1,1,34,3,54,-1
1,1,35,2,53,-1
1,1,36,1,52,-1
1,1,1,37,88,-1
1,1,2,36,87,-1
1,1,3,35,18,-1
1,1,4,34,85,-1
1,1,5,33,84,-1
1,1,6,32,21,-1
1,1,7,31,22,-1
1,1,8,30,23,-1
1,1,9,29,24,-1
1,1,10,28,79,-1
1,1,11,27,26,-1
1,1,12,26,77,-1
1,1,13,25,76,-1
1,1,14,24,75,-1
1,1,15,23,74,-1
1,1,16,22,31,-1
1,1,17,21,72,-1
1,1,18,20,71,-1
1,1,19,19,34,-1
1,1,20,18,35,-1
1,1,21,17,36,-1
1,1,22,16,37,-1
1,1,23,15,66,-1
1,1,24,14,39,-1
1,1,25,13,40,-1
1,1,26,12,41,-1
1,1,27,11,42,-1
1,1,28,10,61,-1
1,1,29,9,60,-1
1,1,30,8,59,-1
1,1,31,7,46,-1
1,1,32,6,47,-1
1,1,33,5,48,-1
1,1,34,4,55,-1
1,1,35,3,54,-1
1,1,36,2,51,-1
1,1,37,1,52,-1
1,1,1,38,89,-1
1,1,2,37,88,-1
1,1,3,36,17,-1
1,1,4,35,86,-1
1,1,5,34,85,-1
1,1,6,33,20,-1
1,1,7,32,21,-1
1,1,8,31,22,-1
1,1,9,30,23,-1
1,1,10,29,80,-1
1,1,11,28,25,-1
1,1,12,27,78,-1
1,1,13,26,77,-1
1,1,14,25,76,-1
1,1,15,24,75,-1
1,1,16,23,30,-1
1,1,17,22,73,-1
1,1,18,21,72,-1
1,1,19,20,33,-1
1,1,20,19,34,-1
1,1,21,18,35,-1
1,1,22,17,36,-1
1,1,23,16,67,-1
1,1,24,15,38,-1
1,1,25,14,39,-1
1,1,26,13,40,-1
1,1,27,12,41,-1
1,1,28,11,62,-1
1,1,29,10,61,-1
1,1,30,9,60,-1
1,1,31,8,45,-1
1,1,32,7,46,-1
1,1,33,6,47,-1
1,1,34,5,56,-1
1,1,35,4,55,-1
1,1,36,3,50,-1
1,1,37,2,53,-1
1,1,38,1,52,-1
1,1,1,39,90,-1
1,1,2,38,89,-1
1,1,3,37,16,-1
1,1,4,36,87,-1
1,1,5,35,86,-1
1,1,6,34,19,-1
1,1,7,33,20,-1
1,1,8,32,21,-1
1,1,9,31,22,-1
1,1,10,30,81,-1
1,1,11,29,24,-1
1,1,12,28,79,-1
1,1,13,27,78,-1
1,1,14,26,77,-1
1,1,15,25,76,-1
1,1,16,24,29,-1
1,1,17,23,74,-1
1,1,18,22,73,-1
1,1,19,21,32,-1
1,1,20,20,33,-1
1,1,21,19,34,-1
1,1,22,18,35,-1
1,1,23,17,68,-1
1,1,24,16,37,-1
1,1,25,15,38,-1
1,1,26,14,39,-1
1,1,27,13,40,-1
1,1,28,12,63,-1
1,1,29,11,62,-1
1,1,30,10,61,-1
1,1,31,9,44,-1
1,1,32,8,45,-1
1,1,33,7,46,-1
1,1,34,6,57,-1
1,1,35,5,56,-1
1,1,36,4,49,-1
1,1,37,3,54,-1
1,1,38,2,51,-1
1,1,39,1,52,-1
1,1,1,40,91,-1
1,1,2,39,90,-1
1,1,3,38,15,-1
1,1,4,37,88,-1
1,1,5,36,87,-1
1,1,6,35,18,-1
1,1,7,34,19,-1
1,1,8,33,20,-1
1,1,9,32,21,-1
1,1,10,31,82,-1
1,1,11,30,23,-1
1,1,12,29,80,-1
1,1,13,28,79,-1
1,1,14,27,78,-1
1,1,15,26,77,-1
1,1,16,25,28,-1
1,1,17,24,75,-1
1,1,18,23,74,-1
1,1,19,22,31,-1
1,1,20,21,32,-1
1,1,21,20,33,-1
1,1,22,19,34,-1
1,1,23,18,69,-1
1,1,24,17,36,-1
1,1,25,16,37,-1
1,1,26,15,38,-1
1,1,27,14,39,-1
1,1,28,13,64,-1
1,1,29,12,63,-1
1,1,30,11,62,-1
1,1,31,10,43,-1
1,1,32,9,44,-1
1,1,33,8,45,-1
1,1,34,7,58,-1
1,1,35,6,57,-1
1,1,36,5,48,-1
1,1,37,4,55,-1
1,1,38,3,50,-1
1,1,39,2,53,-1
1,1,40,1,52,-1
1,1,1,41,92,-1
1,1,2,40,91,-1
1,1,3,39,14,-1
1,1,4,38,89,-1
1,1,5,37,88,-1
1,1,6,36,17,-1
1,1,7,35,18,-1
1,1,8,34,19,-1
1,1,9,33,20,-1
1,1,10,32,83,-1
1,1,11,31,22,-1
1,1,12,30,81,-1
1,1,13,29,80,-1
1,1,14,28,79,-1
1,1,15,27,78,-1
1,1,16,26,27,-1
1,1,17,25,76,-1
1,1,18,24,75,-1
1,1,19,23,30,-1
1,1,20,22,31,-1
1,1,21,21,32,-1
1,1,22,20,33,-1
1,1,23,19,70,-1
1,1,24,18,35,-1
1,1,25,17,36,-1
1,1,26,16,37,-1
1,1,27,15,38,-1
1,1,28,14,65,-1
1,1,29,13,64,-1
1,1,30,12,63,-1
1,1,31,11,42,-1
1,1,32,10,43,-1
1,1,33,9,44,-1
1,1,34,8,59,-1
1,1,35,7,58,-1
1,1,36,6,47,-1
1,1,37,5,56,-1
1,1,38,4,49,-1
1,1,39,3,54,-1
1,1,40,2,53,-1
1,1,41,1,52,-1
1,1,1,42,93,-1
1,1,2,41,92,-1
1,1,3,40,13,-1
1,1,4,39,90,-1
1,1,5,38,89,-1
1,1,6,37,16,-1
1,1,7,36,17,-1
1,1,8,35,18,-1
1,1,9,34,19,-1
1,1,10,33,84,-1
1,1,11,32,21,-1
1,1,12,31,82,-1
1,1,13,30,81,-1
1,1,14,29,80,-1
1,1,15,28,79,-1
1,1,16,27,26,-1
1,1,17,26,77,-1
1,1,18,25,76,-1
1,1,19,24,29,-1
1,1,20,23,30,-1
1,1,21,22,31,-1
1,1,22,21,32,-1
1,1,23,20,71,-1
1,1,24,19,34,-1
1,1,25,18,35,-1
1,1,26,17,36,-1
1,1,27,16,37,-1
1,1,28,15,66,-1
1,1,29,14,65,-1
1,1,30,13,64,-1
1,1,31,12,41,-1
1,1,32,11,42,-1
1,1,33,10,43,-1
1,1,34,9,60,-1
1,1,35,8,59,-1
1,1,36,7,46,-1
1,1,37,6,57,-1
1,1,38,5,48,-1
1,1,39,4,55,-1
1,1,40,3,54,-1
1,1,41,2,51,-1
1,1,42,1,52,-1
1,1,1,43,94,-1
1,1,2,42,93,-1
1,1,3,41,12,-1
1,1,4,40,91,-1
1,1,5,39,90,-1
1,1,6,38,15,-1
1,1,7,37,16,-1
1,1,8,36,17,-1
1,1,9,35,18,-1
1,1,10,34,85,-1
1,1,11,33,20,-1
1,1,12,32,83,-1
1,1,13,31,82,-1
1,1,14,30,81,-1
1,1,15,29,80,-1
1,1,16,28,25,-1
1,1,17,27,78,-1
1,1,18,26,77,-1
1,1,19,25,28,-1
1,1,20,24,29,-1
1,1,21,23,30,-1
1,1,22,22,31,-1
1,1,23,21,72,-1
1,1,24,20,33,-1
1,1,25,19,34,-1
1,1,26,18,35,-1
1,1,27,17,36,-1
1,1,28,16,67,-1
1,1,29,15,66,-1
1,1,30,14,65,-1
1,1,31,13,40,-1
1,1,32,12,41,-1
1,1,33,11,42,-1
1,1,34,10,61,-1
1,1,35,9,60,-1
1,1,36,8,45,-1
1,1,37,7,58,-1
1,1,38,6,47,-1
1,1,39,5,56,-1
1,1,40,4,55,-1
1,1,41,3,50,-1
1,1,42,2,51,-1
1,1,43,1,52,-1
1,1,1,44,95,-1
1,1,2,43,94,-1
1,1,3,42,11,-1
1,1,4,41,92,-1
1,1,5,40,91,-1
1,1,6,39,14,-1
1,1,7,38,15,-1
1,1,8,37,16,-1
1,1,9,36,17,-1
1,1,10,35,86,-1
1,1,11,34,19,-1
1,1,12,33,84,-1
1,1,13,32,83,-1
1,1,14,31,82,-1
1,1,15,30,81,-1
1,1,16,29,24,-1
1,1,17,28,79,-1
1,1,18,27,78,-1
1,1,19,26,27,-1
1,1,20,25,28,-1
1,1,21,24,29,-1
1,1,22,23,30,-1
1,1,23,22,73,-1
1,1,24,21,32,-1
1,1,25,20,33,-1
1,1,26,19,34,-1
1,1,27,18,35,-1
1,1,28,17,68,-1
1,1,29,16,67,-1
1,1,30,15,66,-1
1,1,31,14,39,-1
1,1,32,13,40,-1
1,1,33,12,41,-1
1,1,34,11,62,-1
1,1,35,10,61,-1
1,1,36,9,44,-1
1,1,37,8,59,-1
1,1,38,7,46,-1
1,1,39,6,57,-1
1,1,40,5,56,-1
1,1,41,4,49,-1
1,1,42,3,50,-1
1,1,43,2,53,-1
1,1,44,1,52,-1
1,1,1,45,96,-1
1,1,2,44,95,-1
1,1,3,43,10,-1
1,1,4,42,93,-1
1,1,5,41,92,-1
1,1,6,40,13,-1
1,1,7,39,14,-1
1,1,8,38,15,-1
1,1,9,37,16,-1
1,1,10,36,87,-1
1,1,11,35,18,-1
1,1,12,34,85,-1
1,1,13,33,84,-1
1,1,14,32,83,-1
1,1,15,31,82,-1
1,1,16,30,23,-1
1,1,17,29,80,-1
1,1,18,28,79,-1
1,1,19,27,26,-1
1,1,20,26,27,-1
1,1,21,25,28,-1
1,1,22,24,29,-1
1,1,23,23,74,-1
1,1,24,22,31,-1
1,1,25,21,32,-1
1,1,26,20,33,-1
1,1,27,19,34,-1
1,1,28,18,69,-1
1,1,29,17,68,-1
1,1,30,16,67,-1
1,1,31,15,38,-1
1,1,32,14,39,-1
1,1,33,13,40,-1
1,1,34,12,63,-1
1,1,35,11,62,-1
1,1,36,10,43,-1
1,1,37,9,60,-1
1,1,38,8,45,-1
1,1,39,7,58,-1
1,1,40,6,57,-1
1,1,41,5,48,-1
1,1,42,4,49,-1
1,1,43,3,54,-1
1,1,44,2,51,-1
1,1,45,1,52,-1
1,1,1,46,97,-1
1,1,2,45,96,-1
1,1,3,44,9,-1
1,1,4,43,94,-1
1,1,5,42,93,-1
1,1,6,41,12,-1
1,1,7,40,13,-1
1,1,8,39,14,-1
1,1,9,38,15,-1
1,1,10,37,88,-1
1,1,11,36,17,-1
1,1,12,35,86,-1
1,1,13,34,85,-1
1,1,14,33,84,-1
1,1,15,32,83,-1
1,1,16,31,22,-1
1,1,17,30,81,-1
1,1,18,29,80,-1
1,1,19,28,25,-1
1,1,20,27,26,-1
1,1,21,26,27,-1
1,1,22,25,28,-1
1,1,23,24,75,-1
1,1,24,23,30,-1
1,1,25,22,31,-1
1,1,26,21,32,-1
1,1,27,20,33,-1
1,1,28,19,70,-1
1,1,29,18,69,-1
1,1,30,17,68,-1
1,1,31,16,37,-1
1,1,32,15,38,-1
1,1,33,14,39,-1
1,1,34,13,64,-1
1,1,35,12,63,-1
1,1,36,11,42,-1
1,1,37,10,61,-1
1,1,38,9,44,-1
1,1,39,8,59,-1
1,1,40,7,58,-1
